Date,Véhicule,Immatriculation,Type,Modèle,Conducteur,Départ,Arrivée,Zone Départ,Zone Arrivée,Distance (km),Durée Trajet,Durée Arrêts,Nombre Arrêts,Vitesse Moy (km/h),Vitesse Max (km/h),Carburant (L),Conso Moy (L/100km),Temps Ralenti (min),Excès Vitesse (nb),Freinages Brusques,Accélérations Brusques,Score Conduite
2025-12-20,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Abdou Gueye,12:37,13:50,Parcelles Assainies,Plateau (Dakar),111.29,1:13:00,1:05:00,5,91.47,124.47,33.15,29.788638887038623,21,0,2,0,71
2025-12-20,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Aïssatou Ba,09:11,09:47,Bargny,Yeumbeul,17.12,0:36:00,0:55:00,5,28.53,38.68,5.83,34.05952716740819,11,0,0,0,83
2025-12-20,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Aïssatou Ba,09:00,11:10,Mbao,Yeumbeul,119.85,2:10:00,0:57:00,3,55.32,71.2,22.87,19.084762505088904,28,4,0,3,78
2025-12-20,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Moussa Diouf,07:58,08:30,Parcelles Assainies,SOCOCIM Rufisque,127.88,0:32:00,0:14:00,1,239.78,293.86,11.1,8.678469426318035,27,0,0,0,77
2025-12-20,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Mariama Wade,12:15,12:55,Pikine,Yeumbeul,110.83,0:40:00,0:13:00,1,166.25,216.72,12.89,11.62749970116749,6,0,0,5,67
2025-12-20,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Fatou Sall,11:15,12:41,Mbao,Grand Yoff,73.35,1:26:00,0:36:00,3,51.17,70.48,22.36,30.478587121821732,7,0,0,5,66
2025-12-20,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Aïssatou Ba,10:04,11:27,Yeumbeul,Pikine,144.11,1:23:00,0:45:00,3,104.18,128.93,37.64,26.12136236358498,10,0,0,2,62
2025-12-20,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Babacar Sow,09:08,11:30,Diamniadio,Port de Dakar,105.47,2:22:00,0:00:00,0,44.56,62.37,29.55,28.016555321750452,19,0,0,5,91
2025-12-20,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Cheikh Ndiaye,12:37,13:39,Sébikotane,Bargny,19.87,1:02:00,0:19:00,1,19.23,22.17,3.39,17.053592632902483,18,0,5,0,98
2025-12-20,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Babacar Sow,17:15,17:39,Parcelles Assainies,Thiaroye,63.72,0:24:00,1:56:00,4,159.3,210.27,11.65,18.280338136855104,22,1,8,1,75
2025-12-20,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Khadija Kane,14:37,16:47,Guédiawaye,Plateau (Dakar),144.06,2:10:00,0:29:00,1,66.49,79.47,38.89,26.995368152367554,11,5,0,0,91
2025-12-20,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Ndèye Mbaye,06:24,09:09,Bargny,Pikine,107.09,2:45:00,0:16:00,2,38.94,44.41,33.23,31.029320413797926,28,0,0,1,66
2025-12-20,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Mariama Wade,12:52,13:27,SOCOCIM Rufisque,Mbao,142.45,0:35:00,2:00:00,4,244.2,324.74,44.03,30.908388430861027,28,0,8,0,95
2025-12-20,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Aminata Sy,15:10,17:24,Plateau (Dakar),Parcelles Assainies,54.4,2:14:00,0:42:00,3,24.36,32.18,13.72,25.22518057031511,10,0,6,0,62
2025-12-20,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Moussa Diouf,18:22,19:52,SOCOCIM Rufisque,Plateau (Dakar),63.27,1:30:00,0:07:00,1,42.18,55.5,15.96,25.222258487408595,26,0,4,3,79
2025-12-20,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Ndèye Mbaye,17:10,19:08,Plateau (Dakar),SOCOCIM Rufisque,99.02,1:58:00,1:35:00,5,50.35,67.04,33.7,34.036030242799235,17,0,6,6,83
2025-12-20,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Ndèye Mbaye,10:38,11:57,Diamniadio,Sébikotane,74.63,1:19:00,1:20:00,5,56.68,79.07,22.85,30.611540443246327,10,0,0,6,71
2025-12-20,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Mamadou Diop,15:13,15:46,Plateau (Dakar),Diamniadio,27.88,0:33:00,0:27:00,1,50.69,63.51,9.05,32.45510888782337,16,0,0,2,89
2025-12-20,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Moussa Diouf,07:49,08:20,Thiaroye,Diamniadio,69.18,0:31:00,0:33:00,3,133.9,186.97,18.42,26.620946603051685,5,0,0,5,61
2025-12-21,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Astou Diallo,18:00,19:31,Keur Massar,Yeumbeul,148.55,1:31:00,0:48:00,4,97.95,132.28,27.26,18.348535162097466,21,0,0,0,80
2025-12-21,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Abdou Gueye,16:50,19:13,Pikine,Diamniadio,127.37,2:23:00,0:16:00,2,53.44,73.61,13.62,10.695266969054167,17,3,0,0,87
2025-12-21,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Mamadou Diop,09:47,12:06,Port de Dakar,Mbao,101.92,2:19:00,1:28:00,4,43.99,55.99,27.89,27.364142419018837,24,0,0,0,92
2025-12-21,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Alioune Seck,14:20,14:51,Keur Massar,Yeumbeul,56.81,0:31:00,0:00:00,0,109.95,122.21,16.08,28.29980179056804,24,0,0,0,89
2025-12-21,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Ousmane Fall,18:48,19:52,Pikine,Port de Dakar,69.04,1:04:00,1:50:00,5,64.73,81.45,20.62,29.860847261674298,21,0,0,0,82
2025-12-21,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Ndèye Mbaye,11:44,14:01,Keur Massar,Sébikotane,124.31,2:17:00,1:24:00,4,54.44,63.97,35.72,28.7361103924363,18,0,8,0,62
2025-12-21,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Ibrahima Sarr,11:35,12:03,Diamniadio,Yeumbeul,11.08,0:28:00,0:46:00,2,23.74,27.78,2.93,26.42844072919797,27,0,4,0,83
2025-12-21,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Babacar Sow,06:57,08:56,Yeumbeul,Port de Dakar,126.14,1:59:00,0:07:00,1,63.6,87.63,10.56,8.37454631630306,6,0,8,0,89
2025-12-21,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Aïssatou Ba,07:34,08:10,Sébikotane,Port de Dakar,128.89,0:36:00,0:35:00,5,214.82,288.67,33.62,26.08270640051087,20,0,1,0,93
2025-12-21,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Ousmane Fall,06:06,06:53,Guédiawaye,Pikine,42.19,0:47:00,0:56:00,2,53.86,66.62,10.6,25.12403027763562,17,0,0,0,98
2025-12-21,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Ndèye Mbaye,18:41,20:22,Grand Yoff,Mbao,81.32,1:41:00,0:42:00,2,48.31,56.38,27.64,33.98546302301967,5,0,0,1,77
2025-12-21,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Mariama Wade,15:50,16:21,Diamniadio,Parcelles Assainies,53.09,0:31:00,0:27:00,3,102.75,113.05,13.76,25.916781895723066,18,0,0,6,95
2025-12-21,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Fatou Sall,10:47,11:50,Guédiawaye,Plateau (Dakar),15.27,1:03:00,0:18:00,3,14.54,18.72,3.05,19.948457837910617,30,0,1,0,69
2025-12-21,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Babacar Sow,15:18,17:14,Plateau (Dakar),Sébikotane,51.05,1:56:00,0:12:00,2,26.41,30.96,7.82,15.322327591276952,15,0,0,5,80
2025-12-21,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Fatou Sall,07:35,09:45,Port de Dakar,Diamniadio,87.33,2:10:00,1:50:00,5,40.31,51.8,16.13,18.47363655329316,17,0,2,0,91
2025-12-21,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Khadija Kane,17:06,17:53,Mbao,Plateau (Dakar),124.34,0:47:00,1:12:00,3,158.73,212.56,22.38,17.998182014043998,23,0,0,0,69
2025-12-21,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Fatou Sall,07:21,09:17,Thiaroye,Sébikotane,134.2,1:56:00,1:40:00,5,69.41,76.71,15.49,11.545746478660359,21,0,0,5,65
2025-12-21,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Fatou Sall,14:45,16:23,Pikine,Diamniadio,20.65,1:38:00,0:56:00,2,12.64,15.75,2.32,11.244390740485334,14,0,2,0,93
2025-12-21,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Aïssatou Ba,16:54,17:19,Parcelles Assainies,Thiaroye,88.07,0:25:00,0:26:00,2,211.37,266.84,26.22,29.767743794035745,28,0,0,0,81
2025-12-21,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Ousmane Fall,13:57,14:45,Grand Yoff,Pikine,26.74,0:48:00,0:20:00,4,33.42,40.68,8.94,33.41753696551637,23,0,0,3,85
2025-12-21,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Aminata Sy,10:26,11:42,Almadies,Plateau (Dakar),15.71,1:16:00,0:40:00,5,12.4,16.56,5.18,32.99341726118308,29,0,1,1,68
2025-12-21,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Alioune Seck,15:07,17:22,Thiaroye,Parcelles Assainies,62.32,2:15:00,0:00:00,0,27.7,31.19,10.18,16.328757627515618,7,0,0,3,73
2025-12-21,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Mamadou Diop,11:12,12:38,Bargny,Diamniadio,143.5,1:26:00,0:15:00,1,100.12,136.46,28.22,19.66855234724764,14,0,6,0,99
2025-12-21,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Astou Diallo,11:06,12:11,Pikine,Mbao,25.95,1:05:00,1:18:00,3,23.95,31.9,4.92,18.970089923965563,17,0,0,0,71
2025-12-21,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Fatou Sall,10:01,12:22,Sébikotane,Mbao,116.0,2:21:00,0:11:00,1,49.36,60.65,18.94,16.329893923291912,11,0,0,0,65
2025-12-21,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Cheikh Ndiaye,18:28,20:10,Plateau (Dakar),Guédiawaye,114.26,1:42:00,1:44:00,4,67.21,93.26,21.31,18.64950422236236,6,0,0,5,87
2025-12-21,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Fatou Sall,09:32,10:52,Keur Massar,Thiaroye,126.11,1:20:00,0:00:00,0,94.58,132.12,33.47,26.541479965189502,8,0,0,5,60
2025-12-21,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Alioune Seck,11:10,12:20,Almadies,Guédiawaye,73.78,1:10:00,0:24:00,1,63.24,70.3,25.6,34.69794091084444,5,0,0,0,70
2025-12-21,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Alioune Seck,08:25,09:07,Mbao,Yeumbeul,22.44,0:42:00,0:25:00,5,32.06,41.44,6.22,27.734114867388165,14,0,0,0,94
2025-12-21,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Alioune Seck,06:33,09:08,Mbao,Plateau (Dakar),71.72,2:35:00,1:12:00,4,27.76,35.05,24.08,33.571341708807886,26,1,0,5,97
2025-12-21,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Babacar Sow,06:06,08:23,Keur Massar,Port de Dakar,148.5,2:17:00,1:12:00,4,65.04,84.57,43.97,29.60796742619042,10,0,7,0,73
2025-12-21,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Ibrahima Sarr,16:02,18:02,Sébikotane,Yeumbeul,90.26,2:00:00,0:08:00,1,45.13,50.17,31.45,34.84228561050206,29,0,3,6,86
2025-12-21,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Aminata Sy,13:41,14:23,Diamniadio,Bargny,55.55,0:42:00,0:48:00,2,79.36,94.99,18.2,32.77100415510375,20,0,2,0,96
2025-12-22,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Aïssatou Ba,15:46,16:10,Parcelles Assainies,Thiaroye,62.78,0:24:00,0:38:00,2,156.95,209.22,6.12,9.750283944529638,14,0,3,2,100
2025-12-22,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Fatou Sall,16:15,16:59,Bargny,Keur Massar,66.17,0:44:00,0:16:00,1,90.23,125.27,6.53,9.867329709638934,23,0,2,3,78
2025-12-22,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Ibrahima Sarr,07:38,09:43,Yeumbeul,Sébikotane,136.93,2:05:00,0:40:00,5,65.73,82.32,11.5,8.399817714285065,16,0,6,0,96
2025-12-22,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Aminata Sy,08:47,09:45,Sébikotane,SOCOCIM Rufisque,16.88,0:58:00,0:00:00,0,17.46,20.24,1.4,8.301517038601805,20,0,8,0,93
2025-12-22,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Ousmane Fall,07:53,09:41,Parcelles Assainies,Bargny,22.19,1:48:00,0:32:00,4,12.33,15.82,6.79,30.606629788019262,30,0,0,0,66
2025-12-22,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Mamadou Diop,07:25,08:00,Almadies,Grand Yoff,103.9,0:35:00,0:00:00,0,178.11,241.21,31.92,30.72214132226621,27,2,4,5,84
2025-12-22,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Abdou Gueye,15:36,18:02,Guédiawaye,Parcelles Assainies,26.27,2:26:00,0:54:00,3,10.8,12.04,7.02,26.710222980241024,21,0,6,0,94
2025-12-22,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Astou Diallo,06:02,06:17,Guédiawaye,Bargny,52.75,0:15:00,0:00:00,0,211.0,277.07,14.02,26.581833864847642,11,0,0,0,70
2025-12-22,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Babacar Sow,11:03,12:03,Bargny,Keur Massar,11.9,1:00:00,0:30:00,2,11.9,15.33,3.3,27.702388791489096,28,0,0,2,82
2025-12-22,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Babacar Sow,11:33,13:15,Grand Yoff,Sébikotane,67.12,1:42:00,0:00:00,0,39.48,46.84,21.2,31.57863763980769,24,0,0,6,86
2025-12-22,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Cheikh Ndiaye,07:25,10:25,Mbao,Sébikotane,109.74,3:00:00,2:25:00,5,36.58,46.97,12.55,11.432682355008426,16,0,0,0,82
2025-12-22,SOC-006,DK-2604-SY,Chariot Élévateur,Volvo FH16,Mamadou Diop,07:10,09:03,Thiaroye,Mbao,67.41,1:53:00,0:00:00,0,35.79,44.32,10.34,15.341510590265079,5,0,0,2,81
2025-12-22,SOC-006,DK-2604-SY,Chariot Élévateur,Volvo FH16,Cheikh Ndiaye,15:15,17:37,SOCOCIM Rufisque,Port de Dakar,111.97,2:22:00,1:12:00,4,47.31,63.13,17.6,15.716148853314666,22,0,0,0,76
2025-12-22,SOC-006,DK-2604-SY,Chariot Élévateur,Volvo FH16,Cheikh Ndiaye,14:56,15:42,Thiaroye,Port de Dakar,58.08,0:46:00,1:03:00,3,75.76,92.1,10.23,17.608234406966822,18,0,3,6,80
2025-12-22,SOC-006,DK-2604-SY,Chariot Élévateur,Volvo FH16,Alioune Seck,08:42,09:38,Bargny,Yeumbeul,104.5,0:56:00,1:00:00,5,111.96,154.36,19.86,19.007484125814415,11,0,6,2,97
2025-12-22,SOC-006,DK-2604-SY,Chariot Élévateur,Volvo FH16,Fatou Sall,11:45,13:15,Diamniadio,Pikine,51.67,1:30:00,0:45:00,3,34.45,41.42,9.22,17.85160630563598,20,0,1,0,77
2025-12-22,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Mariama Wade,08:32,09:50,Sébikotane,Mbao,102.67,1:18:00,0:15:00,3,78.98,106.44,30.17,29.390012356991747,23,4,0,0,66
2025-12-22,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Fatou Sall,17:32,19:42,Sébikotane,Port de Dakar,106.41,2:10:00,1:40:00,4,49.11,67.19,17.28,16.2382370969881,6,0,0,0,86
2025-12-22,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Aminata Sy,18:43,20:55,Plateau (Dakar),Grand Yoff,136.01,2:12:00,1:00:00,3,61.82,75.98,22.48,16.524703684702086,5,0,0,0,63
2025-12-22,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Ibrahima Sarr,17:01,19:58,Plateau (Dakar),Pikine,36.8,2:57:00,0:24:00,1,12.47,14.65,3.53,9.586462573660313,22,3,0,3,62
2025-12-22,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Abdou Gueye,07:04,07:31,Guédiawaye,SOCOCIM Rufisque,80.87,0:27:00,0:46:00,2,179.71,228.5,27.7,34.24901165629668,8,0,0,0,92
2025-12-22,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Ibrahima Sarr,08:56,10:56,Thiaroye,Almadies,84.71,2:00:00,0:22:00,1,42.35,52.81,28.28,33.38537233381246,28,0,0,6,89
2025-12-22,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Khadija Kane,15:14,16:45,Guédiawaye,Diamniadio,68.77,1:31:00,0:00:00,0,45.34,56.09,18.07,26.280813721548096,11,0,0,2,95
2025-12-22,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Mamadou Diop,14:26,16:42,Thiaroye,Almadies,23.54,2:16:00,1:44:00,4,10.39,12.54,8.03,34.12203902975486,27,0,0,0,62
2025-12-22,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Fatou Sall,10:14,12:13,Yeumbeul,Pikine,48.36,1:59:00,2:00:00,5,24.38,33.46,9.3,19.22459761837731,27,5,0,0,69
2025-12-22,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Aminata Sy,07:08,08:12,SOCOCIM Rufisque,Bargny,136.49,1:04:00,0:00:00,0,127.96,172.99,23.19,16.988283955638508,20,0,1,0,66
2025-12-22,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Alioune Seck,09:07,10:26,Port de Dakar,Sébikotane,39.27,1:19:00,0:00:00,0,29.83,33.3,6.88,17.52945049695046,20,0,3,4,67
2025-12-22,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Astou Diallo,07:44,08:00,Almadies,Guédiawaye,13.85,0:16:00,1:16:00,4,51.94,68.45,4.16,30.0289031849655,6,0,0,0,71
2025-12-22,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Cheikh Ndiaye,09:43,12:16,Diamniadio,Bargny,104.91,2:33:00,0:00:00,0,41.14,48.65,27.18,25.9110651482419,21,0,0,6,85
2025-12-22,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Mamadou Diop,06:10,07:43,Pikine,Mbao,87.97,1:33:00,2:25:00,5,56.75,63.93,27.62,31.398626035614495,26,0,0,6,81
2025-12-22,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Mamadou Diop,09:22,12:15,Yeumbeul,Diamniadio,44.83,2:53:00,0:18:00,1,15.55,18.35,14.49,32.313194627332074,28,3,0,0,66
2025-12-23,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Alioune Seck,06:43,06:58,Parcelles Assainies,Yeumbeul,52.63,0:15:00,0:00:00,0,210.52,235.26,10.03,19.061667159315355,8,0,8,4,85
2025-12-23,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Aminata Sy,10:39,11:26,Mbao,Guédiawaye,103.57,0:47:00,1:40:00,4,132.22,169.74,16.92,16.339714921392,22,0,0,0,86
2025-12-23,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Moussa Diouf,16:57,19:54,Plateau (Dakar),Keur Massar,44.92,2:57:00,0:00:00,0,15.23,20.68,4.25,9.45442985652027,7,2,0,2,99
2025-12-23,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Ousmane Fall,11:22,13:54,Almadies,Pikine,134.88,2:32:00,2:30:00,5,53.24,68.2,13.6,10.080379442409491,28,0,0,0,61
2025-12-23,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Mamadou Diop,17:50,19:52,Almadies,Pikine,142.89,2:02:00,0:40:00,2,70.27,97.94,14.49,10.14086365660892,29,0,0,0,91
2025-12-23,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Cheikh Ndiaye,14:45,15:11,Grand Yoff,Yeumbeul,141.64,0:26:00,0:58:00,2,326.86,442.42,47.16,33.29860124239275,20,0,0,0,95
2025-12-23,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Cheikh Ndiaye,07:49,09:57,Diamniadio,Yeumbeul,116.95,2:08:00,0:00:00,0,54.82,73.41,39.65,33.905734936759146,24,0,8,2,89
2025-12-23,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Abdou Gueye,16:31,18:55,Mbao,Almadies,68.54,2:24:00,0:48:00,2,28.56,37.93,21.05,30.70744255801075,7,0,4,4,81
2025-12-23,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Ndèye Mbaye,06:12,08:08,Parcelles Assainies,Plateau (Dakar),99.44,1:56:00,0:12:00,2,51.43,64.21,27.79,27.945089558187977,18,0,2,0,72
2025-12-23,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Moussa Diouf,13:36,15:07,Sébikotane,Grand Yoff,145.7,1:31:00,0:44:00,4,96.07,131.35,14.47,9.92889162330847,30,0,3,0,67
2025-12-23,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Cheikh Ndiaye,13:23,15:34,Port de Dakar,Bargny,121.82,2:11:00,0:00:00,0,55.8,70.15,10.73,8.804557947111169,18,0,0,0,73
2025-12-23,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Fatou Sall,06:00,07:34,Diamniadio,Sébikotane,84.89,1:34:00,0:26:00,1,54.19,64.76,24.28,28.600872768090863,24,0,0,5,72
2025-12-23,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Babacar Sow,17:47,19:09,Yeumbeul,Almadies,29.71,1:22:00,1:05:00,5,21.74,30.03,9.75,32.804732799510134,18,3,6,0,85
2025-12-23,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Alioune Seck,06:18,09:16,Bargny,Grand Yoff,134.85,2:58:00,0:16:00,2,45.46,55.61,35.91,26.626422226043484,23,1,0,0,60
2025-12-23,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Mariama Wade,13:03,13:26,Keur Massar,Guédiawaye,49.45,0:23:00,1:05:00,5,129.0,179.25,15.56,31.475971953164077,29,0,0,0,94
2025-12-23,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Moussa Diouf,18:46,19:50,Plateau (Dakar),Almadies,55.82,1:04:00,0:45:00,5,52.33,61.61,10.53,18.860880606096266,10,0,0,4,85
2025-12-23,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Ousmane Fall,09:51,12:26,Port de Dakar,Mbao,34.12,2:35:00,0:00:00,0,13.21,15.96,5.22,15.2941453921331,26,0,0,3,64
2025-12-23,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Mariama Wade,17:34,18:27,Mbao,Thiaroye,104.88,0:53:00,0:58:00,2,118.73,145.14,29.78,28.396559232002257,23,0,2,3,71
2025-12-23,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Mamadou Diop,18:13,19:36,Grand Yoff,Parcelles Assainies,130.68,1:23:00,0:00:00,0,94.47,119.39,34.36,26.2915861699861,15,0,4,2,61
2025-12-23,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Fatou Sall,13:39,15:15,Almadies,Parcelles Assainies,75.35,1:36:00,1:40:00,5,47.09,53.1,23.89,31.709563129841705,14,0,0,0,96
2025-12-23,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Aïssatou Ba,11:43,13:26,Grand Yoff,Almadies,83.56,1:43:00,0:00:00,0,48.68,61.94,24.63,29.471645138367528,13,0,3,0,67
2025-12-23,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Alioune Seck,07:52,09:11,Port de Dakar,Pikine,93.83,1:19:00,1:36:00,4,71.26,90.56,28.5,30.37476924728755,20,0,0,3,84
2025-12-24,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Moussa Diouf,08:46,10:53,Grand Yoff,Plateau (Dakar),122.64,2:07:00,0:19:00,1,57.94,65.63,19.45,15.85848217075751,9,0,0,0,97
2025-12-24,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Aïssatou Ba,09:28,10:20,Grand Yoff,Keur Massar,74.98,0:52:00,0:50:00,5,86.52,103.58,12.91,17.22119382551071,28,0,0,0,68
2025-12-24,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Mamadou Diop,15:51,17:10,Parcelles Assainies,Mbao,91.71,1:19:00,2:10:00,5,69.65,89.06,13.98,15.241977254035913,21,0,7,5,71
2025-12-24,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Fatou Sall,14:51,17:00,Keur Massar,Guédiawaye,60.57,2:09:00,0:00:00,0,28.17,31.52,11.19,18.46662067164608,9,0,0,0,64
2025-12-24,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Khadija Kane,18:18,21:07,Almadies,SOCOCIM Rufisque,76.01,2:49:00,1:35:00,5,26.99,34.91,6.52,8.577696164595514,16,0,0,0,72
2025-12-24,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Cheikh Ndiaye,06:49,07:14,Thiaroye,Diamniadio,99.32,0:25:00,0:36:00,3,238.37,305.63,10.73,10.804001792674658,22,0,0,0,82
2025-12-24,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Moussa Diouf,06:33,08:21,Port de Dakar,Yeumbeul,43.32,1:48:00,0:16:00,2,24.07,27.42,4.47,10.30732381697262,6,0,0,5,80
2025-12-24,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Fatou Sall,09:30,10:13,Keur Massar,SOCOCIM Rufisque,84.01,0:43:00,0:06:00,1,117.22,144.78,8.47,10.082074814939,26,0,7,0,66
2025-12-24,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Ousmane Fall,18:54,21:34,Diamniadio,Almadies,88.59,2:40:00,0:14:00,1,33.22,39.02,10.51,11.865113598612009,21,0,0,0,65
2025-12-24,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Cheikh Ndiaye,15:23,16:29,Almadies,Grand Yoff,143.45,1:06:00,1:00:00,4,130.41,168.47,14.45,10.075972751974884,21,3,0,0,80
2025-12-24,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Fatou Sall,16:29,17:47,Sébikotane,Almadies,80.34,1:18:00,0:25:00,5,61.8,84.28,9.35,11.633588753407327,28,0,0,0,86
2025-12-24,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Aïssatou Ba,06:20,06:58,Port de Dakar,Diamniadio,91.71,0:38:00,0:35:00,5,144.81,185.46,7.36,8.020912902431368,5,0,0,0,69
